author_sort,title,series,series_index,Stars (out of 5)
"Jance, J. A.",Day of the Dead,Diana Ladd,3,5
"Jance, J. A.",Exit Wounds,Joanna Brady,11,5
"Jane, Anders, Charlie",The Fermi Paradox Is Our Business Model,,1,4
"Jansen, Gary",Holy Ghosts,,1,5
"Janzen, Tara",Breaking Loose,,1,5
"Janzen, Tara",Loose Ends: A Steele Street Novel,,1,5
"Jardine, Lisa",Going Dutch: How England Plundered Holland's Glory,,1,5
"Jarolim, Edie",Am I Boring My Dog?: And 99 Other Things Every Dog Wishes You Knew,,1,5
"Jarvis, Jeff",What Would Google Do?,,1,5
"Jasper, Elle",Afterlight,The Dark Ink Chronicles,1,5
"Jayde, Fiona",Night Haven,,1,5
Jay-Z,Decoded,,1,5
"Jeanroy, Amelia & Ward, Karen",Canning & Preserving for Dummies 2nd Edition,,1,5
"Jeffers, H. Paul",Dark Mysteries of the Vatican,,1,5
"Jeffery, Dave",Necropolis Rising,,1,5
"Jemisin, N. K.",The Hundred Thousand Kingdoms,Inheritance,1,5
"Jenkins, Geoffrey",Scend of the Sea,,1,3
"Jenkins, Jerry B.",Riven,,1,5
"Jenkins, John Major","The 2012 Story: The Myths, Fallacies, and Truth Behind the Most Intriguing Date in History",,1,5
"Jenkins, Mark Collins",Vampire Forensics: Uncovering the Origins of an Enduring Legend,,1,5
"Jenoff, Pam",The Kommandant's Girl,The Kommandant's Girl,1,5
"Jensen, Derrick",Endgame Volume I: The Problem of Civilization,,1,5
"Jeremy, Ron",The Hardest (Working) Man in Showbiz,,1,5
"Jericho, Chris",A Lion's Tale: Around the World in Spandex,,1,5
"Jericho, Chris & Fornatale, Peter Thomas","Undisputed: How to Become the World Champion in 1,372 Easy Steps",,1,5
"Jerome, Jerome K. & Jerome, K Jerome",Three Men in a Boat,,1,5
"Jessop, Carolyn & Palmer, Laura",Escape,,1,5
"Jeter, K. W.",The Bounty Hunter Wars 1: The Mandalorian Armor,Star Wars: 4 ABY,3,3
"Jeter, K. W.",Star Wars: The Bounty Hunter Wars 2: Slave Ship,Star Wars: 4 ABY,4,3
"Jeter, K. W.",Star Wars: The Bounty Hunter Wars 3: Hard Merchandise,Star Wars: 4 ABY,5,3
"Jin, Ha",A good fall,,1,5
"Jin, Ha",Waiting,,1,5
"Jinks, Catherine",The Reformed Vampire Support Group,,1,5
"Johansen, Iris",Blind Alley,Eve Duncan,5,5
"Johansen, Iris",Countdown,Eve Duncan,6,5
"Johansen, Iris",Chasing the Night,Eve Duncan,10,5
"Johansen, Iris",Always,,1,5
"Johansen, Iris",Eve,,1,5
"Johansen, Iris & Johansen, Roy",Shadow Zone,,1,5
"Johansen, Roy",Beyond Belief,,1,3
"Johansen, Roy",Deadly Visions,,1,3
"John & Milius, Benson",Homefront,,1,5
"John, Antony",Five Flavors of Dumb,,1,5
"John, Kelley St.",Kiss and Dwell,Harlequin Blaze,325,4
"John, Kelley St.",Ghosts and Roses,Harlequin Blaze,337,4
"John, Kelley St.",Shiver and Spice,Harlequin Blaze,349,4
"John, Kelley St.",Flirting with Temptation,,1,5
"John, Kelley St.",Good Girls Don't,,1,5
"John, Kelley St.",To Catch a Cheat,,1,4
"Johns, Adrian",Piracy: The Intellectual Property Wars From Gutenberg to Gates,,1,5
"Johnson, Abby & Lambert, Cindy",Unplanned: The Dramatic True Story of a Former Planned Parenthood Leader's Eye-Opening Journey Across the Life Line,,1,5
"Johnson, Alissa",Destined to Last,,1,5
"Johnson, Chalmers",Dismantling the Empire: America's Last Best Hope,,1,5
"Johnson, Craig",The Cold Dish,,1,5
"Johnson, Jean",Bedtime Stories: A Collection of Erotic Fairy Tales,,1,5
"Johnson, Kij & Slater, Robert & Cox, Greg",Dragon's Honor,Star Trek: TNG,52,3
"Johnson, Mat",Pym: A Novel,,1,5
"Johnson, Nelson","Boardwalk Empire: The Birth, High Times, and Corruption of Atlantic City",,1,4
"Johnson, Paul",Churchill,,1,5
"Johnson, Steven",Where Good Ideas Come From: The Natural History of Innovation,,1,5
"Johnstone, Doug",Tombstoning,,1,5
"Johnstone, William W.",The Devil's Kiss,The Devil,1,4
"Johnstone, William W.",The Devil's Heart,The Devil,2,4
"Johnstone, William W.",The Devil's Touch,The Devil,3,4
"Johnstone, William W.",The Devil's Cat,The Devil,4,4
"Jones, Annie",Mom Over Miami,"Life, Faith and Getting It Right",5,5
"Jones, Glyn",Doctor Who: The Space Museum,Doctor Who: Target,117,4
"Jones, J. V.",A Cavern of Black Ice,Sword of Shadows,1,4
"Jones, Matthew",Doctor Who: Bad Therapy,Doctor Who: New Adventures,57,3
"Jones, Matthew",Doctor Who: Beyond the Sun,Doctor Who: New Adventures: Bernice Summerfield,3,3
"Jones, Merry",The Nanny Murders,Zoe Hayes,1,5
"Jones, Sadie",Small Wars: A Novel,,1,5
"Jones, Shane",Light Boxes,,1,5
"Jones, Steve",Darwin's Island: The Galapagos in the Garden of England,,1,5
"Jordan, R. T.",A Talent for Murder,,1,5
"Jordan, Robert",New Spring: The Novel,Wheel of Time,0,4
"Jordan, Robert",To the Blight: The Eye of the World,Wheel of Time,1,5
"Jordan, Robert",The great hunt,Wheel of Time,2,5
"Jordan, Robert",The Dragon Reborn,Wheel of Time,3,5
"Jordan, Robert",The shadow rising,Wheel of Time,4,5
"Jordan, Robert",The fires of heaven,Wheel of Time,5,5
"Jordan, Robert",Lord of chaos,Wheel of Time,6,5
"Jordan, Robert",A crown of swords,Wheel of Time,7,5
"Jordan, Robert",The path of daggers,Wheel of Time,8,5
"Jordan, Robert",Winter's heart,Wheel of Time,9,5
"Jordan, Robert",Crossroads of twilight,Wheel of Time,10,5
"Jordan, Robert",Knife of Dreams,Wheel of Time,11,5
"Jordan, Robert & Sanderson, Brandon",The Gathering Storm,Wheel of Time,12,5
"Jordan, Robert & Sanderson, Brandon",Towers of Midnight,Wheel of Time,13,5
"Joseph, Diana","I'm Sorry You Feel That Way: The Astonishing but True Story of a Daughter, Sister, Slut, Wife, Mother, and Friend to Man and Dog",,1,5
"Joseph, Terry",From Dawn to Deceit,,1,5
"Joshi, S. T.",American Supernatural Tales,,1,5
"Joyce, Brenda",The Darkest Heart,,1,5
"Joyce, James",A Portrait of the Artist as a Young Man,,1,4
"Joyce, James",Chamber Music,,1,3
"Joyce, James",Dubliners,,1,4
"Joyce, James",Exiles: a play in three acts,,1,4
"Joyce, James",Pomes penyeach,,1,4
"Joyce, James",Ulysses,,1,4
"Judd, Ashley",All That Is Bitter and Sweet,,1,5
"Judith, Gould,",Dazzle the Complete Unabridged Trilogy,,1,5
"Judt, Tony",Postwar: A History of Europe Since 1945,,1,5
"July, Miranda",No one belongs here more than you: stories,,1,5
"July, Miranda",No one belongs here more than you: stories,,1,5
"Junger, Alejandro",Clean: The Revolutionary Program to Restore the Body's Natural Ability to Heal Itself,,1,5
"Junger, Sebastian",The Perfect Storm: A True Story of Men Against the Sea,,1,3
"Junger, Sebastian",War,,1,5
"Jurado, Juan Gomez",Contract With God,,1,5
"Juster, Norton",The Phantom Tollbooth,,1,5
"Kadrey, Richard",Sandman Slim,Sandman Slim,1,5
"Kadrey, Richard",Butcher Bird: A Novel of the Dominion,The Dominion,1,5
"Kafka, Franz & Baker, Jason & Freed, Donna",The metamorphosis and other stories,,1,5
"Kafka, Franz & Muir, Willa & Muir, Edwin & Etting, Emlen",Amerika,,1,5
"Kagawa, Julie",The Iron King,Iron Fey,1,5
"Kagawa, Julie",The Iron Queen,,1,5
"Kahili, Reza",A Time to Betray: The Astonishing Double Life of a CIA Agent Inside the Revolutionary Guards of Iran,,1,5
"Kahn, James",Star Wars: Episode VI: Return of the Jedi,Star Wars: 4 ABY,1,3
"Kahney, Leander",Inside Steve's Brain,,1,5
"Kaku, Michio",Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,,1,5
"Kalin, Deborah",Shadow Queen,,1,5
"Kaliss, Jeff",I Want to Take You Higher: The Life and Times of Sly & the Family Stone,,1,5
"Kalotay, Daphne",Calamity and Other Stories,,1,5
"Kalotay, Daphne",Russian Winter,,1,5
"Kane, Ben",The Forgotten Legion,Forgotten Legion Chronicles,1,5
"Kane, Ben",The Silver Eagle,Forgotten Legion Chronicles,2,5
"Kane, Ben",The Road to Rome: A Forgotten Legion Chronicle,Forgotten Legion Chronicles,3,5
"Kane, Lawrence A. & Wilder, Kris",The Little Black Book of Violence: What Every Young Man Needs to Know About Fighting,,1,5
"Kaplan, James",Frank: The Voice,,1,5
"Kaplan, Lawrence S.",House of Ghosts,,1,5
"Kaplan, Robert D.",Monsoon: The Indian Ocean and the Future of American Power,,1,5
"Karlin, Ben",Things I've Learned from Women Who've Dumped Me,,1,5
"Karpyshyn, Drew",Star Wars: Darth Bane: Rule of Two,"Star Wars: 1,000 BBY",1,3
"Karpyshyn, Drew",Star Wars: Darth Bane: Dynasty of Evil,Star Wars: 980 BBY,1,3
"Karpyshyn, Drew",Star Wars Darth Bane Path of Destruction: A Novel of the Old Republic,,1,3
"Karr, Mary",Lit: A Memoir,Mary Karr's Memoirs,3,5
"Kashner, Sam & Schoenberger, Nancy","Furious Love: Elizabeth Taylor, Richard Burton, and the Marriage of the Century",,1,5
"Kasper, Lynne Rossetto & Swift, Sally","The Splendid Table's How to Eat Supper: Recipes, Stories, and Opinions From Public Radio's Award-Winning Food Show",,1,5
"Kate, Lauren",Fallen,Fallen Series,1,5
"Kate, Lauren",Torment,Fallen Series,2,5
"Katz, Jon",Rose in a Storm,,1,5
"Katzen, Mollie",Get Cooking: 150 Simple Recipes to Get You Started in the Kitchen,,1,5
"Katzenbach, John",The Madman's Tale: A Novel,,1,5
"Katzenbach, John",The Wrong Man,,1,5
"Kauffman, Donna",Here Comes Trouble,,1,5
"Kava, Alex",A Perfect Evi,Maggie O'Dell,1,4
"Kava, Alex",Split Second,Maggie O'Dell,2,4
"Kava, Alex",The Soul Catcher,Maggie O'Dell,3,5
"Kava, Alex",At the Stroke of Madness,Maggie O'Dell,4,4
"Kava, Alex",A Necessary Evil,Maggie O'Dell,5,5
"Kava, Alex",Exposed,Maggie O'Dell,6,3
"Kava, Alex",Black Friday,Maggie O'Dell,7,5
"Kay, Guy Gavriel",The summer tree,Fionavar Tapestry,1,5
"Kay, Guy Gavriel",The wandering fire,Fionavar Tapestry,2,5
"Kay, Guy Gavriel",The darkest road,Fionavar Tapestry,3,5
"Kay, Guy Gavriel",Lord of Emperors,Sarantine mosaic,2,5
"Kay, Guy Gavriel",The Last Light of the Sun,,1,5
"Kay, Guy Gavriel",Tigana,,1,5
"Kay, Guy Gavriel",Under Heaven,,1,5
"Kay, Guy Gavriel",Ysabel,,1,5
"Kaye, Mary Margaret",The Far Pavilions,,1,5
"Kaye, Robin","Romeo, Romeo",Domestic Gods,1,5
"Kaye, Robin",Too Hot to Handle,Domestic Gods,2,5
"Kaye, Robin",Breakfast in Bed,Domestic Gods,3,5
"Kaye, Robin",Yours for the Taking,Domestic Gods,4,5
"Kean, Sam","The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",,1,5
"Keck, David",In the Eye of Heaven,In the Eye of Heaven,1,3
"Keefe, Patrick Radden",The Snakehead: An Epic Tale of the Chinatown Underworld and the American Dream,,1,5
"Keegan, Nicola",Swimming,,1,3
"Keene, Brian",Darkness on the Edge of Town,,1,5
"Kehlmann, Daniel",Me and Kaminski,,1,5
"Kehlmann, Daniel",Measuring the World,,1,5
"Kellerman, Jesse",The Executor,,1,5
"Kellerman, Jonathan",Mystery: An Alex Delaware Novel,,1,5
"Kellerman, Jonathan & Kellerman, Faye",Double Homicide,,1,5
"Kelley, Kitty",His Way: The Unauthorized Biography of Frank Sinatra,,1,5
"Kelley, Kitty",Oprah: A Biography,,1,3
"Kelley, Kitty",The Royals,,1,5
"Kellison, Erin",Shadow Bound,Shadow series,1,5
"Kellison, Erin",Shadow Fall,Shadow series,2,5
"Kelly, Elizabeth","Apologize, Apologize!",,1,5
"Kelly, James Patrick & Kessel, John",Rewired: The Post-Cyberpunk Anthology,,1,5
"Kelly, Jenn L.","Jackson Jones, Book 1: The Tale of a Boy, an Elf, and a Very Stinky Fish",,1,5
"Kelly, Jill & McGraw, Tim & Hill, Faith",Without a Word: How a Boy's Unspoken Love Changed Everything,,1,5
"Kelly, Jim",The Water Clock,Philip Dryden,1,5
"Kelly, Jim",The Fire Baby,Philip Dryden,2,5
"Kelly, Jim",The Moon Tunnel,Philip Dryden,3,5
"Kelly, Jim",The Coldest Blood,Philip Dryden,4,5
"Kelly, Jim",Death Wore White,Shaw and Valentine,1,5
"Kelly, Leslie",One Wild Wedding Night: Getaway,One Wild Wedding Night,1,5
"Kelly, Leslie",One Wild Wedding Night: Runaway,One Wild Wedding Night,2,5
"Kelly, Leslie",One Wild Wedding Night: Three-Way,One Wild Wedding Night,3,5
"Kelly, Leslie",One Wild Wedding Night: No Way Out,One Wild Wedding Night,4,5
"Kelly, Leslie",One Wild Wedding Night: All the Way,One Wild Wedding Night,5,5
"Kelly, Leslie",Asking for Trouble,"Trouble, Pennsylvania",2,4
"Kelly, Leslie",Heated Rush,,1,4
"Kelly, Leslie",Into the Fire,,1,4
"Kelly, Leslie",Make Me Over: Getting Real,,1,4
"Kelly, Leslie",Naturally Naughty,,1,5
"Kelly, Leslie",Night Whispers,,1,5
"Kemp, Paul S.",Crosscurrent,Star Wars,41.5,3
"Kemp, Paul S.",Star Wars: Crosscurrent,"Star Wars: 5,000 BBY",1,3
"Kemp, Paul S.",Star Wars: The Old Republic: Deceived,The Old Republic,2,5
"Kemp, Paul S.",Shadowbred: The Twilight War,,1,5
"Kemp, Paul S.",Shadowstorm: The Twilight War,,1,5
"Kempton, Gloria",Write Great Fiction: Dialogue : Techniques and Exercises for Crafting Effective Dialogue,Write Great Fiction,4,5
"Kendall, Anna",Crossing Over,,1,5
"Keneally, Thomas",A Commonwealth of Thieves: The Improbable Birth of Australia,,1,5
"Kennedy, Caroline",She Walks in Beauty: A Woman's Journey Through Poems,,1,5
"Kennedy, Edward M.",True Compass: A Memoir,,1,5
"Kennedy, Kris",The Irish Warrior,,1,5
"Kenner, Julie",Carpe Demon: Adventures of a Demon-Hunting Soccer Mom,,1,5
"Kent, Alexander",Success to the Brave,Bolitho,17,3
"Kent, Kathleen",The Heretic's Daughter: A Novel,,1,5
"Kenyon, Sherrilyn",No Mercy,Were-Hunter,7,5
"Kenyon, Sherrilyn",Born of Shadows,,1,5
"Kenyon, Sherrilyn & Love, Dianna & Gerard, Cindy & Griffin, Laura",Deadly Promises,Tracers,1,5
"Kernick, Simon",The Business Of Dying,Dennis Milne,1,5
"Kernick, Simon",A Good Day To Die,Dennis Milne,2,5
"Kernick, Simon",Severed,,1,5
"Kernick, Simon",The Last 10 Seconds,,1,5
"Kerouac, Jack","Book of Sketches, 1952-57",,1,5
"Kerouac, Jack",On The Road,,1,5
"Kerouac, Jack",The Dharma Bums,,1,4
"Kerr, Katharine",The Silver Mage,Deverry: The Silver Wyrm,4,5
"Kerr, Katharine",A Time of Omens,Deverry: The Westlands,2,5
"Kershaw, Ian",Hitler,,1,5
"Kertes, Joseph",Gratitude,,1,5
"Kertesz, Imre",Fatelessness,,1,5
"Kery, Beth",Explosive,,1,5
"Kesey, Ken",One Flew Over the Cuckoo's Nest,,1,4
"Kessler, Jackie & Kittredge, Caitlin",Shades of Gray,The Icarus Project,2,5
"Kessler, Jackie & Kittredge, Caitlin",Black and White,,1,5
"Kessler, Ronald",In the President's Secret Service,,1,5
"Ketchum, Jack & McKee, Lucky",Red,,1,5
"Keyes, Daniel",Flowers for Algernon,,1,5
"Keyes, J. Gregory",The Charnel Prince,Kingdoms of Thorn and Bone,2,5
"Keyes, J. Gregory",The Blood Knight,Kingdoms of Thorn and Bone,3,5
"Keyes, J. Gregory",The Born Queen,Kingdoms of Thorn and Bone,4,5
"Keyes, J. Gregory",Star Wars: Edge of Victory I: Conquest,Star Wars: 26 ABY,3,3
"Keyes, J. Gregory",Star Wars: Edge of Victory II: Rebirth,Star Wars: 26 ABY,4,3
"Keyes, J. Gregory",Star Wars: The Final Prophecy,Star Wars: 28 ABY,6,3
"Keyes, J. Gregory",The Shadows of God,,1,5
"Keyes, Marian",Last Chance Saloon,,1,5
"Keyes, Marian",Sushi for Beginners,,1,5
"Keyes, Pamela",The Jumbee,,1,5
"Keynes, Randal","Creation: Darwin, His Daughter & Human Evolution",,1,5
"Khemiri, Jonas Hassen & Willson-Broyles, Rachel",Montecore: The Silence of the Tiger,,1,5
"Khoury, Raymond",The Last Templar,Last Templar,1,4
"Khoury, Raymond",The Templar Salvation,Last Templar,2,4
"Khoury, Raymond",The Sign,,1,5
"Kim, Eugenia",The Calligrapher's Daughter: A Novel,,1,5
"Kimball, Christopher",Fannie's Last Supper: Re-Creating One Amazing Meal From Fannie Farmer's 1896 Cookbook,,1,5
"King, A. S.",The Dust of 100 Dogs,,1,5
"King, Andrew B.",Website Optimization,,1,5
"King, J. Robert",Guild Wars: Edge of Destiny,Guild Wars,1,5
"King, James",Bill Warrington's Last Chance,,1,5
"King, Jonathon",A Killing Night,,1,5
"King, Jonathon",A Visible Darkness,,1,5
"King, Jonathon",Acts of Nature,,1,5
"King, Jonathon",Eye of Vengeance,,1,5
"King, Jonathon",Shadow Men,,1,5
"King, Jonathon",The Blue Edge of Midnight,,1,5
"King, Laurie R.",The Beekeeper's Apprentice,Mary Russell,1,3
"King, Laurie R.",A Monstrous Regiment of Women,Mary Russell,2,3
"King, Laurie R.",A Letter of Mary,Mary Russell,3,3
"King, Laurie R.",The Moor,Mary Russell,4,3
"King, Laurie R.",O Jerusalem,Mary Russell,5,3
"King, Laurie R.",Justice Hall,Mary Russell,6,5
"King, Laurie R.",The Game,Mary Russell,7,5
"King, Laurie R.",Locked Rooms,Mary Russell,8,5
"King, Laurie R.",The Language of Bees,Mary Russell,9,5
"King, Laurie R.",The God of the Hive,Mary Russell,10,5
"King, Stephen",Colorado Kid,Hard Case Crime,13,4
"King, Stephen",The Talisman,Jack Sawyer,1,5
"King, Stephen",Black House,Jack Sawyer,2,5
"King, Stephen",Night Shift,Stephen King Short Story Collection,1,4
"King, Stephen",Skeleton Crew,Stephen King Short Story Collection,2,5
"King, Stephen",Nightmares and Dreamscapes,Stephen King Short Story Collection,3,4
"King, Stephen",Everything's Eventual,Stephen King Short Story Collection,4,4
"King, Stephen",Just After Sunset,Stephen King Short Story Collection,5,4
"King, Stephen",The Eyes of the Dragon,The Dark Tower,0,3
"King, Stephen",The gunslinger,The Dark Tower,1,5
"King, Stephen",The drawing of the three,The Dark Tower,2,5
"King, Stephen",The waste lands,The Dark Tower,3,5
"King, Stephen",Wizard and glass,The Dark Tower,4,5
"King, Stephen",Wolves of the Calla,The Dark Tower,5,5
"King, Stephen",Song of Susannah,The Dark Tower,6,5
"King, Stephen",The Dark Tower,The Dark Tower,7,5
"King, Stephen",Bag of Bones,,1,4
"King, Stephen",Blaze,,1,4
"King, Stephen",Blockade Billy,,1,5
"King, Stephen",Carrie,,1,5
"King, Stephen",Cell,,1,4
"King, Stephen",Christine,,1,4
"King, Stephen",Cujo,,1,5
"King, Stephen",Cycle of the Werewolf,,1,4
"King, Stephen",Desperation,,1,5
"King, Stephen",Different Seasons,,1,5
"King, Stephen",Dolores Claiborne,,1,3
"King, Stephen",Dreamcatcher,,1,4
"King, Stephen",Duma Key,,1,5
"King, Stephen",Firestarter,,1,5
"King, Stephen",Four Past Midnight,,1,4
"King, Stephen",From a Buick 8,,1,4
"King, Stephen","Full Dark, No Stars",,1,5
"King, Stephen",Gerald's Game,,1,4
"King, Stephen",Hearts In Atlantis,,1,4
"King, Stephen",Insomnia,,1,5
"King, Stephen",It,,1,5
"King, Stephen",Lisey's Story,,1,4
"King, Stephen",Misery,,1,5
"King, Stephen",Needful Things,,1,5
"King, Stephen",On Writing: A Memoir of the Craft,,1,5
"King, Stephen",Pet Sematary,,1,4
"King, Stephen",Rage,,1,4
"King, Stephen",Roadwork,,1,4
"King, Stephen",Rose Madder,,1,5
"King, Stephen",Salem's Lot,,1,4
"King, Stephen",Six stories,,1,4
"King, Stephen",The Collective,,1,4
"King, Stephen",The Dark Half,,1,4
"King, Stephen",The Dead Zone,,1,5
"King, Stephen",The Girl Who Loved Tom Gordon,,1,4
"King, Stephen",The green mile,,1,4
"King, Stephen",The Long Walk,,1,5
"King, Stephen",The Plant,,1,3
"King, Stephen",The Regulators,,1,4
"King, Stephen",The Running Man,,1,5
"King, Stephen",The Shining,,1,4
"King, Stephen",The Stand,,1,5
"King, Stephen",The Tommyknockers,,1,5
"King, Stephen",Thinner,,1,5
"King, Stephen",Under the Dome: A Novel,,1,5
"King, Stephen",UR,,1,5
"Kingsolver, Barbara",The Poisonwood Bible,,1,4
"Kingsolver, Barbara & Hopp, Steven L. & Kingsolver, Camille","Animal, Vegetable, Miracle: A Year of Food Life",,1,5
"Kingston, Maxine Hong",I Love a Broad Margin to My Life,,1,5
"Kingston, Maxine Hong",The Woman Warrior: Memoirs of a Girlhood Among Ghosts,,1,5
"Kinkade, Thomas & Spencer, Katherine",The Inn at Angel Island,,1,5
"Kinsella, Sophie",Confessions of a Shopaholic,Shopaholic,1,3
"Kinsella, Sophie",Shopaholic Takes Manhattan,Shopaholic,2,3
"Kinsella, Sophie",Shopaholic ties the knot,Shopaholic,3,3
"Kinsella, Sophie",Shopaholic and sister,Shopaholic,4,3
"Kinsella, Sophie",Shopaholic and Baby,Shopaholic,5,3
"Kinsella, Sophie",Can you keep a secret?,,1,5
"Kinsella, Sophie",Remember Me?,,1,5
"Kipling, Rudyard & Makman, Lisa",The Jungle Books,Jungle Books,1,5
"Kirkpatrick, David",The Facebook Effect: The Inside Story of the Company That Is Connecting the World,,1,5
"Kirn, Walter",Lost in the Meritocracy,,1,4
"Kirn, Walter",Up in the Air,,1,5
"Kitanidis, Phoebe",Whisper,,1,4
"Kittle, Katrina",The Blessings of the Animals: A Novel,,1,5
"Kittredge, Caitlin",Street Magic,Black London,1,5
"Kittredge, Caitlin",Demon Bound,Black London,2,5
"Kittredge, Caitlin",Night Life,Nocturne City,1,4
"Kittredge, Caitlin",Pure Blood,Nocturne City,2,4
"Kittredge, Caitlin",Second Skin,Nocturne City,3,4
"Kittredge, Caitlin",Witch Craft,Nocturne City,4,4
"Kittredge, Caitlin",Daemon's Mark,Nocturne City,5,4
"Kittredge, Caitlin",Daemon’s Mark,,1,5
"Kittredge, Caitlin",The Iron Thorn,,1,5
"Kittredge, Caitlin",Pure Blood: A Nocturne City Novel,,2,5
"Kiyosaki, Robert T. & Lechter, Sharon L.",Rich Dad Poor Dad for Teens: The Secrets About Money--That You Don't Learn in School!,,1,4
"Klaffke, Pamela",Snapped,,1,5
"Klam, Julie",You Had Me at Woof: How Dogs Taught Me the Secrets of Happiness,,1,5
"Klein, David Matthew",Stash,,1,5
"Klein, Lisa",Cate of the Lost Colony,,1,5
"Klein, Naomi",No Logo,,1,5
"Kleypas, Lisa",Love in the Afternoon,Hathaways,5,3
"Kline, Christina Baker",Bird in Hand,,1,5
"Klosterman, Chuck",Chuck Klosterman on Film and Television,,1,5
"Klosterman, Chuck",Chuck Klosterman on Media and Culture,,1,5
"Klosterman, Chuck",Chuck Klosterman on Pop,,1,5
"Klosterman, Chuck",Chuck Klosterman on Rock,,1,5
"Klosterman, Chuck",Eating the Dinosaur,,1,5
"Klosterman, Chuck","Sex, Drugs, and Cocoa Puffs",,1,5
"Knaak, Richard A.","Legends of the Dragonrealm, Vol II",Legends of the Dragonrealm,2,5
